species_number,adore_species_number,latin_name,resolved_name,ecotox_group,tax_group,n_records_field,n_records_adore,in_adore_processed,in_adore_public,in_phylo,in_deb
1729,,Oocystis lacustris,Oocystis lacustris,Algae,algae,6,0,0,0,0,0
18741,,Ophionereis dubia,Ophionereis dubia,Other Invertebrates,other,6,0,0,0,0,0
5419,,Orchestia gammarella,Orchestia gammarella,Crustaceans,crusta,6,0,0,0,0,0
64904,,Oryzias mekongensis,Oryzias mekongensis,Fish,fish,6,0,0,0,0,0
11009,,Ostrea sp.,Ostrea sp.,Molluscs,other,6,0,0,0,0,0
3062,,Peloscolex gabriellae,Peloscolex gabriellae,Worms,other,6,0,0,0,0,0
11721,,Perla sp.,Perla sp.,Insects/Spiders,other,6,0,0,0,0,0
61932,,Philodina rapida,Philodina rapida,Other Invertebrates,other,6,0,0,0,0,0
2129,,Phormidium sp.,Phormidium sp.,Algae,algae,6,0,0,0,0,0
11781,,Physella virgata,Physella virgata,Molluscs,other,6,0,0,0,0,0
1080,,Planothidium hauckianum,Planothidium hauckianum,Algae,algae,6,0,0,0,0,0
34842,,Platygyra acuta,Platygyra acuta,Other Invertebrates,other,6,0,0,0,0,0
5529,,Plectus communis,Plectus communis,Worms,other,6,0,0,0,0,0
24657,,Pontastacus leptodactylus,Astacus leptodactylus,Crustaceans,crusta,6,0,0,0,1,0
2104,,Poterioochromonas malhamensis,Poterioochromonas malhamensis,Algae,algae,6,0,0,0,1,0
25975,,Pyrgulopsis idahoensis,Pyrgulopsis idahoensis,Molluscs,other,6,0,0,0,0,0
523,,Rana breviceps,Rana breviceps,Amphibians,other,6,0,0,0,0,0
11768,,Retropinna retropinna,Retropinna retropinna,Fish,fish,6,0,0,0,1,0
1281,,Ruppia maritima,Ruppia maritima,"Flowers, Trees, Shrubs, Ferns",other,6,0,0,0,0,0
139,,Salvelinus malma,Salvelinus malma,Fish,fish,6,0,0,0,1,1
16546,,Siganus rivulatus,Siganus rivulatus,Fish,fish,6,0,0,0,1,1
65025,,Silurus lanzhouensis,Silurus lanzhouensis,Fish,fish,6,0,0,0,0,0
2915,,Spirosperma nikolskyi,Spirosperma nikolskyi,Worms,other,6,0,0,0,0,0
2501,,Spisula solidissima,Spisula solidissima,Molluscs,other,6,0,0,0,0,0
935,,Stenopsyche griseipennis,Stenopsyche griseipennis,Insects/Spiders,other,6,0,0,0,0,0
11385,,Tabularia fasciculata,Tabularia fasciculata,Algae,algae,6,0,0,0,0,0
50146,,Tagia ecuadori,Tagia ecuadori,Worms,other,6,0,0,0,0,0
2811,,Thiara scabra,Thiara scabra,Molluscs,other,6,0,0,0,0,0
5534,,Tobrilus gracilis,Tobrilus gracilis,Worms,other,6,0,0,0,0,0
4736,,Unio elongatulus,Unio elongatulus,Molluscs,other,6,0,0,0,0,0
4429,,Uronema nigricans,Uronema nigricans,Other Invertebrates,other,6,0,0,0,0,0
5674,5674,Barilius vagra,Barilius vagra,Fish,fish,5,5,1,0,1,0
2820,2820,Boleophthalmus dussumieri,Boleophthalmus dussumieri,Fish,fish,5,5,1,0,0,0
2901,2901,Lucifer sp.,Lucifer sp.,Crustaceans,crusta,5,5,1,0,0,0
2414,2414,Macrobrachium naso,Macrobrachium naso,Crustaceans,crusta,5,5,1,0,0,0
1518,1518:6064,Rhodeus sericeus ssp. amarus,Rhodeus sericeus ssp. amarus,Fish,fish,5,5,1,0,1,0
810,810,Scyliorhinus canicula,Scyliorhinus canicula,Fish,fish,5,5,1,0,1,1
5270,5270,Staurastrum chaetoceras,Staurastrum chaetoceras,Algae,algae,5,5,1,0,0,0
1658,1658,Syngnathus fuscus,Syngnathus fuscus,Fish,fish,5,5,1,0,1,0
578,578,Alosa aestivalis,Alosa aestivalis,Fish,fish,5,4,1,0,1,1
2347,2347,Cichlasoma bimaculatum,Cichlasoma bimaculatum,Fish,fish,5,4,1,0,1,0
19390,19390,Eulimnogammarus toletanus,Eulimnogammarus toletanus,Crustaceans,crusta,5,4,1,0,0,0
1659,1659,Gobiosoma bosc,Gobiosoma bosc,Fish,fish,5,4,1,0,1,1
4866,4866,Monopterus albus,Monopterus albus,Fish;U.S. Invasive Species,fish,5,4,1,1,1,1
49938,49938,Mugil liza,Mugil liza,Fish,fish,5,4,1,0,1,1
1870,1870,Pavlova sp.,Pavlova sp.,Algae,algae,5,4,1,0,0,0
5271,5271,Staurastrum manfeldtii,Staurastrum manfeldtii,Algae,algae,5,4,1,0,0,0
5861,5861,Uca uruguayensis,Uca uruguayensis,Crustaceans,crusta,5,4,1,0,0,0
5982,5982,Apocyclops spartinus,Apocyclops spartinus,Crustaceans,crusta,5,3,1,0,0,0
2383,2383,Centropomus undecimalis,Centropomus undecimalis,Fish,fish,5,3,1,1,1,1
27410,27410,Paracyclopina nana,Paracyclopina nana,Crustaceans,crusta,5,3,1,0,0,0
5363,5363,Platygobio gracilis,Platygobio gracilis,Fish,fish,5,3,1,1,1,1
4563,4563,Streptocephalus torvicornis,Streptocephalus torvicornis,Crustaceans,crusta,5,3,1,0,0,0
1366,1366,Triops longicaudatus,Triops longicaudatus,Crustaceans,crusta,5,3,1,1,1,1
57055,57055,Austropotamobius fulcisianus fulcisianus,Austropotamobius fulcisianus fulcisianus,Crustaceans,crusta,5,2,1,0,1,0
638,638,Chlorella salina,Chlorella salina,Algae,algae,5,2,1,0,0,0
25921,25921,Hypomesus transpacificus,Hypomesus transpacificus,Fish;U.S. Threatened and Endangered Species,fish,5,2,1,0,1,0
1337,1337,Pachygrapsus crassipes,Pachygrapsus crassipes,Crustaceans,crusta,5,2,1,0,0,0
53048,53048,Planktothrix rubescens,Planktothrix rubescens,Algae,algae,5,2,1,0,1,0
4902,4902,Plecostomus commersoni,Plecostomus commersoni,Fish,fish,5,2,1,0,0,0
50041,50041,Sphoeroides annulatus,Sphoeroides annulatus,Fish,fish,5,2,1,0,1,0
5551,5551,Tetraselmis tetrathele,Tetraselmis tetrathele,Algae,algae,5,2,1,0,0,0
2105,2105,Achnanthes brevipes,Achnanthes brevipes,Algae,algae,5,1,1,1,1,0
2032,2032,Amphora exigua,Amphora exigua,Algae,algae,5,1,1,0,0,0
1951,1951,Coelastrum microporum,Coelastrum microporum,Algae,algae,5,1,1,0,0,0
472,472,Dunaliella primolecta,Dunaliella primolecta,Algae,algae,5,1,1,0,0,0
312,312,Neochloris sp.,Neochloris sp.,Algae,algae,5,1,1,0,0,0
735,735,Neomysis awatschensis,Neomysis awatschensis,Crustaceans,crusta,5,1,1,0,0,0
3041,3041,Onisimus litoralis,Onisimus litoralis,Crustaceans,crusta,5,1,1,0,0,0
2142,2142,Simocephalus sp.,Simocephalus sp.,Crustaceans,crusta,5,1,1,0,0,0
2106,2106,Stauroneis amphoroides,Stauroneis amphoroides,Algae,algae,5,1,1,0,0,0
29013,,Acropora tumida,Acropora tumida,Other Invertebrates,other,5,0,0,0,0,0
6094,,Aedes atropalpus,Aedes atropalpus,Insects/Spiders,other,5,0,0,0,0,0
16496,,Aiptasia sp.,Aiptasia sp.,Other Invertebrates,other,5,0,0,0,0,0
260,,Alosa pseudoharengus,Alosa pseudoharengus,Fish;U.S. Invasive Species,fish,5,0,0,0,0,0
1790,,Anadara broughtonii,Anadara broughtonii,Molluscs,other,5,0,0,0,0,0
946,,Ankistrodesmus braunii,Ankistrodesmus braunii,Algae,algae,5,0,0,0,0,0
5829,,Aporcelaimellus obtusicaudatus,Aporcelaimellus obtusicaudatus,Worms,other,5,0,0,0,0,0
747,,Arenicola marina,Arenicola marina,Worms,other,5,0,0,0,0,0
1612,,Attaneuria ruralis,Attaneuria ruralis,Insects/Spiders,other,5,0,0,0,0,0
6050,,Bufo punctatus,Bufo punctatus,Amphibians,other,5,0,0,0,0,0
2185,,Bufo quercicus,Bufo quercicus,Amphibians,other,5,0,0,0,0,0
1762,,Calothrix parietina,Calothrix parietina,Algae,algae,5,0,0,0,1,0
1140,,Centrarchidae,Centrarchidae,Fish,fish,5,0,0,0,0,0
4569,,Ceratopsyche bronta,Ceratopsyche bronta,Insects/Spiders,other,5,0,0,0,0,0
180,,Chaoborus crystallinus,Chaoborus crystallinus,Insects/Spiders,other,5,0,0,0,0,0
4377,,Chaoborus flavicans,Chaoborus flavicans,Insects/Spiders,other,5,0,0,0,0,0
5338,,Chilodonella uncinata,Chilodonella uncinata,Other Invertebrates,other,5,0,0,0,0,0
2329,,Chlorohydra viridissima,Chlorohydra viridissima,Other Invertebrates,other,5,0,0,0,0,0
19816,,Chydorus eurynotus,Chydorus eurynotus,Crustaceans,crusta,5,0,0,0,0,0
17215,,Cinygma sp.,Cinygma sp.,Insects/Spiders,other,5,0,0,0,0,0
17323,,Cirolana bovina,Cirolana bovina,Crustaceans,crusta,5,0,0,0,0,0
729,,Corbicula leana,Corbicula leana,Molluscs,other,5,0,0,0,0,0
5015,,Cordylophora caspia,Cordylophora caspia,Other Invertebrates,other,5,0,0,0,0,0
11583,,Coregonus lavaretus ssp. pallasi,Coregonus lavaretus ssp. pallasi,Fish,fish,5,0,0,0,0,0
2917,,Cosmarium obtusatum,Cosmarium obtusatum,Algae,algae,5,0,0,0,0,0
31379,,Cottus confusus,Cottus confusus,Fish,fish,5,0,0,0,0,0
1786,,Crassostrea madrasensis,Crassostrea madrasensis,Molluscs,other,5,0,0,0,0,0
20315,,Crepidula convexa,Crepidula convexa,Molluscs,other,5,0,0,0,0,0
20225,,Dexiotricha granulosa,Dexiotricha granulosa,Other Invertebrates,other,5,0,0,0,0,0
1192,,Donax cuneatus,Donax cuneatus,Molluscs,other,5,0,0,0,0,0
261,,Dorosoma cepedianum,Dorosoma cepedianum,Fish,fish,5,0,0,0,1,1
11712,,Ecdyonurus venosus,Ecdyonurus venosus,Insects/Spiders,other,5,0,0,0,0,0
593,,Ephemera simulans,Ephemera simulans,Insects/Spiders,other,5,0,0,0,0,0
512,,Erpobdella punctata,Erpobdella punctata,Worms,other,5,0,0,0,0,0
20333,,Euplotes mutabilis,Euplotes mutabilis,Other Invertebrates,other,5,0,0,0,0,0
32059,317:32059:32060,Fragilaria capucina var. vaucheriae,Fragilaria capucina var. vaucheriae,Algae,algae,5,0,0,0,0,0
2988,,Franceia sp.,Franceia sp.,Algae,algae,5,0,0,0,0,0
947,,Glossiphonia complanata,Glossiphonia complanata,Worms,other,5,0,0,0,0,0
17618,,Halteria grandinella,Halteria grandinella,Other Invertebrates,other,5,0,0,0,0,0
61,,Hexagenia rigida,Hexagenia rigida,Insects/Spiders,other,5,0,0,0,0,0
2979,,Hirudo medicinalis,Hirudo medicinalis,Worms,other,5,0,0,0,0,0
5472,,Hydra americana,Hydra americana,Other Invertebrates,other,5,0,0,0,0,0
1413,,Hydrilla sp.,Hydrilla sp.,"Flowers, Trees, Shrubs, Ferns",other,5,0,0,0,0,0
223,,Hydropsyche pellucidula,Hydropsyche pellucidula,Insects/Spiders,other,5,0,0,0,0,0
4726,,Hyriopsis cumingii,Hyriopsis cumingii,Molluscs,other,5,0,0,0,0,0
851,851:1070,Idotea balthica ssp. basteri,Idotea balthica ssp. basteri,Crustaceans,crusta,5,0,0,0,0,0
488,,Invertebrates,Invertebrates,Other Invertebrates,other,5,0,0,0,0,0
5765,,Lampsilis teres,Lampsilis teres,Molluscs,other,5,0,0,0,0,0
2828,,Leptophlebia sp.,Leptophlebia sp.,Insects/Spiders,other,5,0,0,0,0,0
5933,,Limnephilus lunatus,Limnephilus lunatus,Insects/Spiders,other,5,0,0,0,0,0
28123,,Lithobates clamitans,Lithobates clamitans,Amphibians;Standard Test Species,other,5,0,0,0,0,0
6063,,Lithobates grylio,Lithobates grylio,Amphibians,other,5,0,0,0,0,0
10802,,Lithoglyphus virens,Lithoglyphus virens,Molluscs,other,5,0,0,0,0,0
42146,,Microhyla pulchra,Microhyla pulchra,Amphibians,other,5,0,0,0,0,0
31676,,Monoraphidium dybowskii,Monoraphidium dybowskii,Algae,algae,5,0,0,0,0,0
10806,,Mysidae,Mysidae,Crustaceans,crusta,5,0,0,0,0,0
11102,,Nassarius festivus,Nassarius festivus,Molluscs,other,5,0,0,0,0,0
1841,,Nepa sp.,Nepa sp.,Insects/Spiders,other,5,0,0,0,0,0
805,,Nigronia serricornis,Nigronia serricornis,Insects/Spiders,other,5,0,0,0,0,0
188,,Notonecta glauca,Notonecta glauca,Insects/Spiders,other,5,0,0,0,0,0
1771,,Nucella lapillus,Nucella lapillus,Molluscs,other,5,0,0,0,0,0
178,,Orthocladius sp.,Orthocladius sp.,Insects/Spiders,other,5,0,0,0,0,0
1135,,Ostracoda,Ostracoda,Crustaceans,crusta,5,0,0,0,0,0
57632,,Paratanytarsus grimmii,Paratanytarsus grimmii,Insects/Spiders,other,5,0,0,0,0,0
24997,,Paspalum vaginatum,Paspalum vaginatum,"Flowers, Trees, Shrubs, Ferns;U.S. Invasive Species",other,5,0,0,0,0,0
718,,Penaeus californiensis,Penaeus californiensis,Crustaceans,crusta,5,0,0,0,1,0
27319,,Philodina acuticornis odiosa,Philodina acuticornis odiosa,Other Invertebrates,other,5,0,0,0,0,0
40844,,Pleurocera uncialis,Pleurocera uncialis,Molluscs,other,5,0,0,0,0,0
20111,,Ptychobranchus fasciolaris,Ptychobranchus fasciolaris,Molluscs,other,5,0,0,0,0,0
778,,Pycnopsyche guttifera,Pycnopsyche guttifera,Insects/Spiders,other,5,0,0,0,0,0
31058,,Rana dalmatina,Rana dalmatina,Amphibians,other,5,0,0,0,0,0
17199,,Rana pretiosa,Rana pretiosa,Amphibians;U.S. Threatened and Endangered Species,other,5,0,0,0,0,0
31065,,Rana sierrae,Rana sierrae,Amphibians;U.S. Threatened and Endangered Species,other,5,0,0,0,0,0
1935,,Salvinia natans,Salvinia natans,"Flowers, Trees, Shrubs, Ferns",other,5,0,0,0,0,0
41052,,Serratella micheneri,Serratella micheneri,Insects/Spiders,other,5,0,0,0,0,0
1261,,Sesarma cinereum,Sesarma cinereum,Crustaceans,crusta,5,0,0,0,0,0
19520,,Simulium latigonium,Simulium latigonium,Insects/Spiders,other,5,0,0,0,0,0
4883,,Simulium virgatum,Simulium virgatum,Insects/Spiders,other,5,0,0,0,0,0
32002,,Sinanodonta woodiana,Sinanodonta woodiana,Molluscs,other,5,0,0,0,0,0
913,,Skwala sp.,Skwala sp.,Insects/Spiders,other,5,0,0,0,0,0
26656,,Spea multiplicata,Spea multiplicata,Amphibians,other,5,0,0,0,0,0
2896,,Synechocystis aquatilis,Synechocystis aquatilis,Algae,algae,5,0,0,0,1,0
26567,,Taenionema sp.,Taenionema sp.,Insects/Spiders,other,5,0,0,0,0,0
93,,Taeniopteryx nivalis,Taeniopteryx nivalis,Insects/Spiders,other,5,0,0,0,0,0
5784,,Tanytarsini,Tanytarsini,Insects/Spiders,other,5,0,0,0,0,0
10947,,Triceratium sp.,Triceratium sp.,Algae,algae,5,0,0,0,0,0
15965,,Trichoderma viride,Trichoderma viride,Fungi,other,5,0,0,0,0,0
5914,,Trochilia minuta,Trochilia minuta,Other Invertebrates,other,5,0,0,0,0,0
10452,,Tylencholaimus sp.,Tylencholaimus sp.,Worms,other,5,0,0,0,0,0
16410,,Tympanotonus fuscatus var. radula,Tympanotonus fuscatus var. radula,Molluscs,other,5,0,0,0,0,0
20428,,Ulva reticulata,Ulva reticulata,Algae,algae,5,0,0,0,0,0
26703,,Unio crassus,Unio crassus,Molluscs,other,5,0,0,0,0,0
5373,,Vorticella convallaria,Vorticella convallaria,Other Invertebrates,other,5,0,0,0,0,0
10998,,Vorticella sp.,Vorticella sp.,Other Invertebrates,other,5,0,0,0,0,0
11922,11922,Ampelisca araucana,Ampelisca araucana,Crustaceans,crusta,4,4,1,0,0,0
31962,31962,Amphibalanus amphitrite,Amphibalanus amphitrite,Crustaceans,crusta,4,4,1,0,0,1
16796,16796,Amphidinium operculatum,Amphidinium operculatum,Algae,algae,4,4,1,0,0,0
2031,2031,Amphiprora paludosa,Amphiprora paludosa,Algae,algae,4,4,1,1,1,0
31364,31364,Arapaima gigas,Arapaima gigas,Fish,fish,4,4,1,0,1,1
499,499,Archosargus probatocephalus,Archosargus probatocephalus,Fish,fish,4,4,1,0,1,1
2299,2299,Arius felis,Arius felis,Fish,fish,4,4,1,0,0,0
34302,34302,Barbodes carnaticus,Barbodes carnaticus,Fish,fish,4,4,1,0,1,0
32018,32018,Barbus grypus,Barbus grypus,Fish,fish,4,4,1,0,0,0
11076,11076,Boeckella delicata,Boeckella delicata,Crustaceans,crusta,4,4,1,0,0,0
41207,41207,Chanodichthys erythropterus,Chanodichthys erythropterus,Fish,fish,4,4,1,0,1,0
4745,4745,Cirrhinus molitorella,Cirrhinus molitorella,Fish,fish,4,4,1,0,1,0
2760,2760,Coregonus muksun,Coregonus muksun,Fish,fish,4,4,1,0,1,0
772,772,Corophium acherusicum,Corophium acherusicum,Crustaceans,crusta,4,4,1,0,0,0
5870,5870,Craterocephalus stercusmuscarum,Craterocephalus stercusmuscarum,Fish,fish,4,4,1,0,1,0
29858,29858,Cyprinella leedsi,Cyprinella leedsi,Fish,fish,4,4,1,0,1,0
15796,15796,Daphnia curvirostris,Daphnia curvirostris,Crustaceans,crusta,4,4,1,0,0,0
5867,5867,Daphnia spinulata,Daphnia spinulata,Crustaceans,crusta,4,4,1,0,0,0
18545,18545,Diogenes pugilator,Diogenes pugilator,Crustaceans,crusta,4,4,1,0,0,0
28501,28501,Emerita brasiliensis,Emerita brasiliensis,Crustaceans,crusta,4,4,1,0,1,0
1115,1115,Etheostoma flabellare,Etheostoma flabellare,Fish,fish,4,4,1,0,1,1
2933,2933,Eualus suckleyi,Eualus suckleyi,Crustaceans,crusta,4,4,1,0,0,0
18586,18586,Exosphaeroma gigas,Exosphaeroma gigas,Crustaceans,crusta,4,4,1,0,0,0
34773,34773,Fistulifera saprophila,Fistulifera saprophila,Algae,algae,4,4,1,1,1,0
1941,1941,Gammarus annulatus,Gammarus annulatus,Crustaceans,crusta,4,4,1,0,1,0
26072,26072,Geitlerinema amphibium,Geitlerinema amphibium,Algae,algae,4,4,1,0,0,0
24940,24940,Gomphonema clavatum,Gomphonema clavatum,Algae,algae,4,4,1,0,0,0
465,465,Gymnocorymbus ternetzi,Gymnocorymbus ternetzi,Fish,fish,4,4,1,0,1,0
41903,41903,Hemigrammus erythrozonus,Hemigrammus erythrozonus,Fish,fish,4,4,1,0,1,0
17784,17784,Leporinus obtusidens,Leporinus obtusidens,Fish,fish,4,4,1,0,0,0
9944,9944,Lutjanus argentimaculatus,Lutjanus argentimaculatus,Fish,fish,4,4,1,0,1,0
31720,31720,Macrobrachium superbum,Macrobrachium superbum,Crustaceans,crusta,4,4,1,0,0,0
16412,16412,Macrophthalmus erato,Macrophthalmus erato,Crustaceans,crusta,4,4,1,0,1,0
5911,5911,Mesocyclops longisetus,Mesocyclops longisetus,Crustaceans,crusta,4,4,1,0,0,0
18825,18825,Mesocyclops pehpeiensis,Mesocyclops pehpeiensis,Crustaceans,crusta,4,4,1,0,0,0
41211,41211,Mylopharyngodon piceus,Mylopharyngodon piceus,Fish;U.S. Invasive Species,fish,4,4,1,0,1,0
5476,5476,Nemacheilus botia,Nemacheilus botia,Fish,fish,4,4,1,0,0,0
25168,25168,Neocaridina heteropoda,Neocaridina heteropoda,Crustaceans,crusta,4,4,1,0,0,0
5871,5871,Odontesthes argentinensis,Odontesthes argentinensis,Fish,fish,4,4,1,0,1,1
16591,16591,Palaemon northropi,Palaemon northropi,Crustaceans,crusta,4,4,1,0,0,0
1580,1580,Panulirus argus,Panulirus argus,Crustaceans,crusta,4,4,1,0,1,0
20080,20080,Peprilus triacanthus,Peprilus triacanthus,Fish,fish,4,4,1,0,1,0
41217,41217,Plagiognathops microlepis,Plagiognathops microlepis,Fish,fish,4,4,1,0,1,0
1013,1013,Plecoglossus altivelis,Plecoglossus altivelis,Fish,fish,4,4,1,0,1,0
16740,16740,Pogonichthys macrolepidotus,Pogonichthys macrolepidotus,Fish,fish,4,4,1,1,1,1
41904,41904,Puntigrus tetrazona,Puntigrus tetrazona,Fish,fish,4,4,1,0,1,0
61333,61333,Rhinogobius giurinus,Rhinogobius giurinus,Fish,fish,4,4,1,0,0,0
2058,2058,Schilbe mystus,Schilbe mystus,Fish,fish,4,4,1,0,1,0
3048,3048,Sergestes lucens,Sergestes lucens,Crustaceans,crusta,4,4,1,0,0,0
39823,39823,Sesarma huzardi,Sesarma huzardi,Crustaceans,crusta,4,4,1,0,0,0
29896,29896,Simocephalus elizabethae,Simocephalus elizabethae,Crustaceans,crusta,4,4,1,0,0,0
1829,1829,Stigeoclonium tenue,Stigeoclonium tenue,Algae,algae,4,4,1,0,0,0
29002,29002,Synechogobius hasta,Synechogobius hasta,Fish,fish,4,4,1,0,0,0
20130,20130,Talitrus saltator,Talitrus saltator,Crustaceans,crusta,4,4,1,0,0,0
1107,1107,Ulva lactuca,Ulva lactuca,Algae,algae,4,4,1,0,0,0
2890,2890,Acartia sp.,Acartia sp.,Crustaceans,crusta,4,3,1,0,0,0
4779,4779,Barbus stigma,Barbus stigma,Fish,fish,4,3,1,0,0,0
15996,15996,Boleophthalmus boddarti,Boleophthalmus boddarti,Fish,fish,4,3,1,0,1,0
19937,19937,Bryocamptus echinatus,Bryocamptus echinatus,Crustaceans,crusta,4,3,1,0,0,0
19938,19938,Bryocamptus minutus,Bryocamptus minutus,Crustaceans,crusta,4,3,1,0,0,0
19936,19936,Bryocamptus pygmaeus,Bryocamptus pygmaeus,Crustaceans,crusta,4,3,1,0,0,0
470,470,Chlorella autotrophica,Chlorella autotrophica,Algae,algae,4,3,1,0,0,0
34571,34571,Cochlodinium polykrikoides,Cochlodinium polykrikoides,Algae,algae,4,3,1,0,0,0
6052,6052,Cyclocypris sp.,Cyclocypris sp.,Crustaceans,crusta,4,3,1,0,0,0
1038,1038,Diplodus sargus,Diplodus sargus,Fish,fish,4,3,1,0,1,1
1506,1506,Eurypanopeus depressus,Eurypanopeus depressus,Crustaceans,crusta,4,3,1,0,0,0
1256,1256,Labeo fimbriatus,Labeo fimbriatus,Fish,fish,4,3,1,0,1,0
1037,1037,Lithognathus mormyrus,Lithognathus mormyrus,Fish,fish,4,3,1,0,1,1
40921,40921,Orchomenella pinguis,Orchomenella pinguis,Crustaceans,crusta,4,3,1,0,0,0
4410,4410,Pseudanabaena mucicola,Pseudanabaena mucicola,Algae,algae,4,3,1,1,1,0
11601,11601,Pseudomugil signifer,Pseudomugil signifer,Fish,fish,4,3,1,0,1,0
95,95,Rasbora trilineata,Rasbora trilineata,Fish,fish,4,3,1,0,1,0
2958,2958,Rhamdia sapo,Rhamdia sapo,Fish,fish,4,3,1,0,0,0
2073,2073,Tilapia sparrmanii,Tilapia sparrmanii,Fish,fish,4,3,1,0,1,0
4804,4804,Vimba vimba,Vimba vimba,Fish,fish,4,3,1,1,1,1
1755,1755,Anabaena circinalis,Anabaena circinalis,Algae,algae,4,2,1,0,0,0
11612,11612,Astacopsis gouldi,Astacopsis gouldi,Crustaceans,crusta,4,2,1,0,1,0
1807,1807,Barbus guganio,Barbus guganio,Fish,fish,4,2,1,0,0,0
436,436,Bowmaniella dissimilis,Bowmaniella dissimilis,Crustaceans,crusta,4,2,1,0,0,0
20650,20650,Chromis viridis,Chromis viridis,Fish,fish,4,2,1,0,1,0
5690,5690,Cyprinodon dearborni,Cyprinodon dearborni,Fish,fish,4,2,1,0,1,0
4781,4781,Dunaliella viridis,Dunaliella viridis,Algae,algae,4,2,1,0,0,0
585,585,Hemigrapsus nudus,Hemigrapsus nudus,Crustaceans,crusta,4,2,1,0,0,0
17,17,Ictalurus sp.,Ictalurus sp.,Fish,fish,4,2,1,0,0,0
290,290,Lepomis megalotis,Lepomis megalotis,Fish,fish,4,2,1,1,1,1
5939,5939,Macrobrachium idella ssp. idella,Macrobrachium idella ssp. idella,Crustaceans,crusta,4,2,1,0,0,0
2021,2021,Nitzschia angularis var. affinis,Nitzschia angularis var. affinis,Algae,algae,4,2,1,0,0,0
20246,20246,Periophthalmus waltoni,Periophthalmus waltoni,Fish,fish,4,2,1,0,0,0
2278,2278,Pomatoschistus minutus,Pomatoschistus minutus,Fish,fish,4,2,1,1,1,1
1242,1242,Potamonautes sp.,Potamonautes sp.,Crustaceans,crusta,4,2,1,0,0,0
29050,29050,Zilchiopsis collastinensis,Zilchiopsis collastinensis,Crustaceans,crusta,4,2,1,0,0,0
1462,1462,Afrochiltonia subtenuis,Austrochiltonia subtenuis,Crustaceans,crusta,4,1,1,0,0,0
48378,48378,Amniataba percoides,Amniataba percoides,Fish,fish,4,1,1,0,1,0
336,336,Amphidinium carterae,Amphidinium carterae,Algae,algae,4,1,1,0,0,0
1034,1034,Gaidropsarus capensis,Gaidropsarus capensis,Fish,fish,4,1,1,0,0,0
469,469,Sander canadensis,Sander canadensis,Fish,fish,4,1,1,0,1,1
5665,,Acineria uncinata,Acineria uncinata,Other Invertebrates,other,4,0,0,0,0,0
5518,,Acrobeloides buetschlii,Acrobeloides buetschlii,Worms,other,4,0,0,0,0,0
51,,Acroneuria lycorias,Acroneuria lycorias,Insects/Spiders,other,4,0,0,0,0,0
2704,,Acroperus harpae,Acroperus harpae,Crustaceans,crusta,4,0,0,0,0,0
5824,,Alatospora acuminata,Alatospora acuminata,Fungi,other,4,0,0,0,0,0
48094,,Ambassis macleayi,Ambassis macleayi,Fish,fish,4,0,0,0,0,0
2184,,Ambystoma texanum,Ambystoma texanum,Amphibians,other,4,0,0,0,0,0
1968,,Anabaena catenula,Anabaena catenula,Algae,algae,4,0,0,0,0,0
32422,,Arthrospira fusiformis,Arthrospira fusiformis,Algae,algae,4,0,0,0,0,0
5334,,Aspidisca lynceus,Aspidisca lynceus,Other Invertebrates,other,4,0,0,0,0,0
11787,,Atheriniformes,Atheriniformes,Fish,fish,4,0,0,0,0,0
65838,,Atherix pachypus,Atherix pachypus,Insects/Spiders,other,4,0,0,0,0,0
4719,,Bellamya dissimilis,Bellamya dissimilis,Molluscs,other,4,0,0,0,0,0
4710,,Blepharisma americanum,Blepharisma americanum,Other Invertebrates,other,4,0,0,0,0,0
5438,,Bryconamericus iheringii,Bryconamericus iheringii,Fish,fish,4,0,0,0,0,0
5044,,Bufo terrestris,Bufo terrestris,Amphibians,other,4,0,0,0,0,0
4720,,Bulinus globosus,Bulinus globosus,Molluscs,other,4,0,0,0,0,0
10612,,Bulinus nasutus,Bulinus nasutus,Molluscs,other,4,0,0,0,0,0
20418,,Burnupia stenochorias,Burnupia stenochorias,Molluscs,other,4,0,0,0,0,0
19455,,Callibaetis fluctuans,Callibaetis fluctuans,Insects/Spiders,other,4,0,0,0,0,0
2425,,Callibaetis skokianus,Callibaetis skokianus,Insects/Spiders,other,4,0,0,0,0,0
5151,,Calothrix sp.,Calothrix sp.,Algae,algae,4,0,0,0,0,0
66340,,Caridina pseudodenticulata,Caridina pseudodenticulata,Crustaceans,crusta,4,0,0,0,0,0
1998,,Centroptilum sp.,Centroptilum sp.,Insects/Spiders,other,4,0,0,0,0,0
18643,,Ceramium tenuicorne,Ceramium tenuicorne,Algae;Standard Test Species,algae,4,0,0,0,0,0
34303,,Ceratoneis closterium,Ceratoneis closterium,Algae,algae,4,0,0,0,0,0
1761,,Ceratophyllum sp.,Ceratophyllum sp.,"Flowers, Trees, Shrubs, Ferns",other,4,0,0,0,0,0
1325,,Chara vulgaris,Chara vulgaris,Algae,algae,4,0,0,0,0,0
11679,,Chattonella marina,Chattonella marina,Algae,algae,4,0,0,0,0,0
18209,,Chironomus ramosus,Chironomus ramosus,Insects/Spiders,other,4,0,0,0,0,0
17648,,Chlamydomonas terricola,Chlamydomonas terricola,Algae,algae,4,0,0,0,0,0
18465,,Chlorogonium elongatum,Chlorogonium elongatum,Algae,algae,4,0,0,0,0,0
